Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area,Status,exact ,trim data,merge data,length,type,sum,average
Male,No,0,Not Graduate,No,397500,253100,5500000,360,1,Rural,Y,FALSE,Not Graduate,Male  Not Graduate,18,,5753100,2876550
Male,No,0,Graduate,No,247900,0,5900000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,5900000,2950000
Male,No,0,Graduate,No,341800,0,12700000,360,1,Semiurban,N,FALSE,Graduate,Male  Graduate,14,,12700000,6350000
Female,No,0,Graduate,No,1000000,0,21400000,360,1,Semiurban,N,FALSE,Graduate,Female  Graduate,16,,21400000,10700000
Male,Yes,3+,Graduate,No,343000,125000,12800000,360,0,Semiurban,N,FALSE,Graduate,Male  Graduate,14,,12925000,6462500
Male,Yes,1,Graduate,Yes,778700,0,24000000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,24000000,12000000
Male,Yes,3+,Not Graduate,Yes,570300,0,13000000,360,1,Rural,Y,FALSE,Not Graduate,Male  Not Graduate,18,,13000000,6500000
Male,Yes,0,Graduate,No,317300,302100,13700000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,14002100,7001050
Male,Yes,3+,Not Graduate,No,385000,98300,10000000,360,1,Semiurban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,10098300,5049150
Male,Yes,0,Graduate,No,15000,180000,13500000,360,1,Rural,N,FALSE,Graduate,Male  Graduate,14,,13680000,6840000
Male,Yes,0,Graduate,No,372700,177500,13100000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,13277500,6638750
Male,Yes,2,Graduate,,500000,0,7200000,360,0,Semiurban,N,FALSE,Graduate,Male  Graduate,14,,7200000,3600000
Female,Yes,2,Graduate,No,428300,238300,12700000,360,,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,12938300,6469150
Male,Yes,0,Graduate,No,222100,0,6000000,360,0,Urban,N,FALSE,Graduate,Male  Graduate,14,,6000000,3000000
Male,Yes,2,Graduate,No,400900,171700,11600000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,11771700,5885850
Male,No,0,Graduate,No,297100,279100,14400000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,14679100,7339550
Male,Yes,0,Graduate,No,757800,101000,17500000,,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,17601000,8800500
Male,Yes,0,Graduate,No,625000,0,12800000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,12800000,6400000
Male,Yes,0,Graduate,No,325000,0,17000000,360,1,Rural,N,FALSE,Graduate,Male  Graduate,14,,17000000,8500000
Male,Yes,,Not Graduate,Yes,473500,0,13800000,360,1,Urban,N,FALSE,Not Graduate,Male  Not Graduate,18,,13800000,6900000
Male,Yes,2,Graduate,No,625000,169500,21000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,21169500,10584750
Male,,,Graduate,No,475800,0,15800000,480,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,15800000,7900000
Male,No,0,Graduate,Yes,640000,0,20000000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,20000000,10000000
Male,Yes,1,Graduate,No,249100,205400,10400000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,10605400,5302700
Male,Yes,0,Graduate,,371600,0,4200000,180,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,4200000,2100000
Male,No,0,Not Graduate,No,318900,259800,12000000,,1,Rural,Y,FALSE,Not Graduate,Male  Not Graduate,18,,12259800,6129900
Female,No,0,Graduate,No,833300,0,28000000,360,1,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,28000000,14000000
Male,Yes,1,Graduate,No,315500,177900,14000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,14177900,7088950
Male,Yes,1,Graduate,No,550000,126000,17000000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,17126000,8563000
Male,Yes,0,Graduate,,574600,0,25500000,360,,Urban,N,FALSE,Graduate,Male  Graduate,14,,25500000,12750000
Female,No,0,Graduate,Yes,346300,0,12200000,360,,Urban,Y,FALSE,Graduate,Female  Graduate,16,,12200000,6100000
Female,No,1,Graduate,No,381200,0,11200000,360,1,Rural,Y,FALSE,Graduate,Female  Graduate,16,,11200000,5600000
Male,Yes,1,Graduate,No,331500,0,9600000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,9600000,4800000
Male,Yes,2,Graduate,No,581900,500000,12000000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,12500000,6250000
Male,Yes,1,Not Graduate,No,251000,198300,14000000,180,1,Urban,N,FALSE,Not Graduate,Male  Not Graduate,18,,14198300,7099150
Male,No,0,Graduate,No,296500,570100,15500000,60,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,16070100,8035050
Male,Yes,2,Graduate,Yes,625000,130000,10800000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,10930000,5465000
Male,Yes,0,Not Graduate,No,340600,441700,12300000,360,1,Semiurban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,12741700,6370850
Male,No,0,Graduate,Yes,605000,433300,12000000,180,1,Urban,N,FALSE,Graduate,Male  Graduate,14,,12433300,6216650
Male,Yes,2,Graduate,No,970300,0,11200000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,11200000,5600000
Male,Yes,1,Not Graduate,No,660800,0,13700000,180,1,Urban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,13700000,6850000
Male,Yes,1,Graduate,No,288200,184300,12300000,480,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,12484300,6242150
Male,Yes,0,Graduate,No,180900,186800,9000000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,9186800,4593400
Male,Yes,0,Not Graduate,No,166800,389000,20100000,360,0,Semiurban,N,FALSE,Not Graduate,Male  Not Graduate,18,,20489000,10244500
Female,No,2,Graduate,No,342700,0,13800000,360,1,Urban,N,FALSE,Graduate,Female  Graduate,16,,13800000,6900000
Male,No,0,Not Graduate,Yes,258300,216700,10400000,360,1,Rural,Y,FALSE,Not Graduate,Male  Not Graduate,18,,10616700,5308350
Male,Yes,1,Not Graduate,No,266100,710100,27900000,180,1,Semiurban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,28610100,14305050
Male,No,0,Graduate,Yes,1625000,0,19200000,360,0,Urban,N,FALSE,Graduate,Male  Graduate,14,,19200000,9600000
Female,No,3+,Graduate,No,308300,0,25500000,360,1,Rural,Y,FALSE,Graduate,Female  Graduate,16,,25500000,12750000
Male,No,0,Not Graduate,No,604500,0,11500000,360,0,Rural,N,FALSE,Not Graduate,Male  Not Graduate,18,,11500000,5750000
Male,Yes,3+,Graduate,No,525000,0,9400000,360,1,Urban,N,FALSE,Graduate,Male  Graduate,14,,9400000,4700000
Male,Yes,0,Graduate,No,1468300,210000,30400000,360,1,Rural,N,FALSE,Graduate,Male  Graduate,14,,30610000,15305000
Male,Yes,3+,Not Graduate,No,493100,0,12800000,360,,Semiurban,N,FALSE,Not Graduate,Male  Not Graduate,18,,12800000,6400000
Male,Yes,1,Graduate,No,608300,425000,33000000,360,,Urban,Y,FALSE,Graduate,Male  Graduate,14,,33425000,16712500
Male,No,0,Graduate,No,206000,220900,13400000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,13620900,6810450
Female,No,1,Graduate,No,348100,0,15500000,36,1,Semiurban,N,FALSE,Graduate,Female  Graduate,16,,15500000,7750000
Female,No,0,Graduate,No,720000,0,12000000,360,1,Rural,Y,FALSE,Graduate,Female  Graduate,16,,12000000,6000000
Male,No,0,Graduate,Yes,516600,0,12800000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,12800000,6400000
Male,No,0,Graduate,No,409500,344700,15100000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,15444700,7722350
Male,Yes,2,Graduate,No,470800,138700,15000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,15138700,7569350
Male,Yes,3+,Graduate,No,433300,181100,16000000,360,0,Urban,Y,FALSE,Graduate,Male  Graduate,14,,16181100,8090550
Female,No,0,Graduate,,341800,0,13500000,360,1,Rural,N,FALSE,Graduate,Female  Graduate,16,,13500000,6750000
Female,No,1,Graduate,No,287600,156000,9000000,360,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,9156000,4578000
Female,No,0,Graduate,No,323700,0,3000000,360,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,3000000,1500000
Male,Yes,0,Graduate,No,1114600,0,13600000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,13600000,6800000
Male,No,0,Graduate,No,283300,185700,12600000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,12785700,6392850
Male,Yes,0,Graduate,No,262000,222300,15000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,15222300,7611150
Male,Yes,2,Graduate,No,390000,0,9000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,9000000,4500000
Male,Yes,1,Graduate,No,275000,184200,11500000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,11684200,5842100
Male,Yes,0,Graduate,No,399300,327400,20700000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,21027400,10513700
Male,Yes,0,Graduate,No,310300,130000,8000000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,8130000,4065000
Male,Yes,0,Graduate,No,1458300,0,43600000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,43600000,21800000
Female,Yes,0,Not Graduate,No,410000,0,12400000,360,,Rural,Y,FALSE,Not Graduate,Female  Not Graduate,20,,12400000,6200000
Male,No,1,Not Graduate,Yes,405300,242600,15800000,360,0,Urban,N,FALSE,Not Graduate,Male  Not Graduate,18,,16042600,8021300
Male,Yes,0,Graduate,No,392700,80000,11200000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,11280000,5640000
Male,Yes,2,Graduate,No,230100,98579.99878,7800000,180,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,7898579.999,3949289.999
Female,No,0,Graduate,No,181100,166600,5400000,360,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,5566600,2783300
Male,Yes,0,Graduate,No,2066700,0,0,360,1,Rural,N,TRUE,Graduate,Male  Graduate,14,,0,0
Male,No,0,Graduate,No,315800,305300,8900000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,9205300,4602650
Female,No,0,Graduate,Yes,260000,171700,9900000,300,1,Semiurban,N,FALSE,Graduate,Female  Graduate,16,,10071700,5035850
Male,Yes,0,Graduate,No,370400,200000,12000000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,12200000,6100000
Female,No,0,Graduate,No,412400,0,11500000,360,1,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,11500000,5750000
Male,No,0,Graduate,No,950800,0,18700000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,18700000,9350000
Male,Yes,0,Graduate,No,307500,241600,13900000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,14141600,7070800
Male,Yes,2,Graduate,No,440000,0,12700000,360,0,Semiurban,N,FALSE,Graduate,Male  Graduate,14,,12700000,6350000
Male,Yes,2,Graduate,No,315300,156000,13400000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,13556000,6778000
Female,No,,Graduate,No,541700,0,14300000,480,0,Urban,N,FALSE,Graduate,Female  Graduate,16,,14300000,7150000
Male,Yes,0,Graduate,No,238300,333400,17200000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,17533400,8766700
Male,Yes,3+,Graduate,,441600,125000,11000000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,11125000,5562500
Male,Yes,1,Graduate,No,687500,0,20000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,20000000,10000000
Female,Yes,1,Graduate,No,466600,0,13500000,360,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,13500000,6750000
Female,No,0,Graduate,No,500000,254100,15100000,480,1,Rural,N,FALSE,Graduate,Female  Graduate,16,,15354100,7677050
Male,Yes,1,Graduate,No,201400,292500,11300000,360,1,Urban,N,FALSE,Graduate,Male  Graduate,14,,11592500,5796250
Male,Yes,0,Not Graduate,No,180000,293400,9300000,360,0,Urban,N,FALSE,Not Graduate,Male  Not Graduate,18,,9593400,4796700
Male,Yes,,Not Graduate,No,287500,175000,10500000,360,1,Semiurban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,10675000,5337500
Female,No,0,Graduate,No,500000,0,13200000,360,1,Rural,Y,FALSE,Graduate,Female  Graduate,16,,13200000,6600000
Male,Yes,1,Graduate,No,162500,180300,9600000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,9780300,4890150
Male,No,0,Graduate,No,400000,250000,14000000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,14250000,7125000
Male,No,0,Not Graduate,No,200000,0,0,360,1,Urban,N,TRUE,Not Graduate,Male  Not Graduate,18,,0,0
Female,No,0,Graduate,No,376200,166600,13500000,360,1,Rural,Y,FALSE,Graduate,Female  Graduate,16,,13666600,6833300
Female,No,0,Graduate,No,240000,186300,10400000,360,0,Urban,N,FALSE,Graduate,Female  Graduate,16,,10586300,5293150
Male,No,0,Graduate,No,2023300,0,48000000,360,1,Rural,N,FALSE,Graduate,Male  Graduate,14,,48000000,24000000
Male,Yes,2,Not Graduate,No,766700,0,18500000,360,,Rural,Y,FALSE,Not Graduate,Male  Not Graduate,18,,18500000,9250000
Female,No,0,Graduate,No,291700,0,8400000,360,1,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,8400000,4200000
Male,No,0,Not Graduate,No,292700,240500,11100000,360,1,Semiurban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,11340500,5670250
Female,No,0,Graduate,No,250700,0,5600000,360,1,Rural,Y,FALSE,Graduate,Female  Graduate,16,,5600000,2800000
Male,Yes,2,Graduate,Yes,574600,0,14400000,84,,Rural,Y,FALSE,Graduate,Male  Graduate,14,,14400000,7200000
,Yes,0,Graduate,No,247300,184300,15900000,360,1,Rural,N,FALSE,Graduate,  Graduate,10,,16084300,8042150
Male,Yes,1,Not Graduate,No,339900,164000,11100000,180,1,Urban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,11264000,5632000
Male,Yes,2,Graduate,No,371700,0,12000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,12000000,6000000
Male,Yes,0,Graduate,No,205800,213400,8800000,360,,Urban,Y,FALSE,Graduate,Male  Graduate,14,,9013400,4506700
Female,No,1,Graduate,No,354100,0,11200000,360,,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,11200000,5600000
Male,Yes,1,Graduate,Yes,1000000,0,15500000,360,1,Rural,N,FALSE,Graduate,Male  Graduate,14,,15500000,7750000
Male,Yes,0,Graduate,No,240000,216700,11500000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,11716700,5858350
Male,Yes,3+,Graduate,No,434200,18900,12400000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,12418900,6209450
Male,Yes,2,Not Graduate,No,360100,159000,0,360,1,Rural,Y,FALSE,Not Graduate,Male  Not Graduate,18,,159000,79500
Female,No,0,Graduate,No,316600,298500,13200000,360,,Rural,Y,FALSE,Graduate,Female  Graduate,16,,13498500,6749250
Male,Yes,3+,Graduate,No,1500000,0,30000000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,30000000,15000000
Male,Yes,1,Graduate,Yes,866600,498300,37600000,360,0,Rural,N,FALSE,Graduate,Male  Graduate,14,,38098300,19049150
Male,No,0,Graduate,No,491700,0,13000000,360,0,Rural,Y,FALSE,Graduate,Male  Graduate,14,,13000000,6500000
Male,Yes,0,Graduate,Yes,581800,216000,18400000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,18616000,9308000
Female,Yes,0,Graduate,No,433300,245100,11000000,360,1,Urban,N,FALSE,Graduate,Female  Graduate,16,,11245100,5622550
Female,No,0,Graduate,No,250000,0,6700000,360,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,6700000,3350000
Male,No,1,Graduate,No,438400,179300,11700000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,11879300,5939650
Male,No,0,Graduate,No,293500,0,9800000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,9800000,4900000
Male,No,,Graduate,No,283300,0,7100000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,7100000,3550000
Male,Yes,0,Graduate,,6333700,0,49000000,180,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,49000000,24500000
,Yes,1,Graduate,Yes,983300,183300,18200000,180,1,Urban,Y,FALSE,Graduate,  Graduate,10,,18383300,9191650
Male,Yes,,Graduate,Yes,550300,449000,7000000,,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,7449000,3724500
Male,Yes,1,Graduate,,525000,68800,16000000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,16068800,8034400
Male,Yes,2,Graduate,Yes,250000,460000,17600000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,18060000,9030000
Female,No,3+,Not Graduate,No,183000,0,0,360,0,Urban,N,TRUE,Not Graduate,Female  Not Graduate,20,,0,0
Female,No,0,Graduate,No,416000,0,7100000,360,1,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,7100000,3550000
Male,Yes,3+,Not Graduate,No,264700,158700,17300000,360,1,Rural,N,FALSE,Not Graduate,Male  Not Graduate,18,,17458700,8729350
Female,No,0,Graduate,No,237800,0,4600000,360,1,Rural,N,FALSE,Graduate,Female  Graduate,16,,4600000,2300000
Male,Yes,1,Not Graduate,No,455400,122900,15800000,360,1,Urban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,15922900,7961450
Male,Yes,3+,Not Graduate,No,317300,0,7400000,360,1,Semiurban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,7400000,3700000
Male,Yes,2,Graduate,,258300,233000,12500000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,12733000,6366500
Male,Yes,0,Graduate,No,249900,245800,16000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,16245800,8122900
Male,Yes,,Not Graduate,No,352300,323000,15200000,360,0,Rural,N,FALSE,Not Graduate,Male  Not Graduate,18,,15523000,7761500
Male,Yes,2,Not Graduate,No,308300,216800,12600000,360,1,Urban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,12816800,6408400
Male,Yes,0,Graduate,No,633300,458300,25900000,360,,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,26358300,13179150
Male,Yes,0,Graduate,No,262500,625000,18700000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,19325000,9662500
Male,Yes,0,Graduate,No,908300,0,22800000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,22800000,11400000
Male,No,0,Graduate,No,875000,416700,30800000,360,1,Rural,N,FALSE,Graduate,Male  Graduate,14,,31216700,15608350
Male,Yes,3+,Graduate,No,266600,208300,9500000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,9708300,4854150
Female,Yes,0,Graduate,Yes,550000,0,10500000,360,0,Rural,N,FALSE,Graduate,Female  Graduate,16,,10500000,5250000
Female,Yes,0,Graduate,No,242300,50500,13000000,360,1,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,13050500,6525250
Female,No,,Graduate,No,381300,0,11600000,180,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,11600000,5800000
Male,Yes,2,Graduate,No,833300,316700,16500000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,16816700,8408350
Male,Yes,1,Graduate,No,387500,0,6700000,360,1,Urban,N,FALSE,Graduate,Male  Graduate,14,,6700000,3350000
Male,Yes,0,Not Graduate,No,300000,166600,10000000,480,0,Urban,N,FALSE,Not Graduate,Male  Not Graduate,18,,10166600,5083300
Male,Yes,3+,Graduate,No,516700,316700,20000000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,20316700,10158350
Female,No,1,Graduate,No,472300,0,8100000,360,1,Semiurban,N,FALSE,Graduate,Female  Graduate,16,,8100000,4050000
Male,Yes,2,Graduate,No,500000,366700,23600000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,23966700,11983350
Male,Yes,0,Graduate,No,475000,233300,13000000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,13233300,6616650
Male,Yes,0,Graduate,No,301300,303300,9500000,300,,Urban,Y,FALSE,Graduate,Male  Graduate,14,,9803300,4901650
Male,No,0,Graduate,Yes,682200,0,14100000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,14100000,7050000
Male,No,0,Not Graduate,No,621600,0,13300000,360,1,Rural,N,FALSE,Not Graduate,Male  Not Graduate,18,,13300000,6650000
Male,No,0,Graduate,No,250000,0,9600000,480,1,Semiurban,N,FALSE,Graduate,Male  Graduate,14,,9600000,4800000
Male,No,0,Graduate,No,512400,0,12400000,,0,Rural,N,FALSE,Graduate,Male  Graduate,14,,12400000,6200000
Male,Yes,1,Graduate,No,632500,0,17500000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,17500000,8750000
Male,Yes,0,Graduate,No,1973000,526600,57000000,360,1,Rural,N,FALSE,Graduate,Male  Graduate,14,,57526600,28763300
Female,No,0,Graduate,Yes,1575900,0,5500000,360,1,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,5500000,2750000
Male,Yes,2,Graduate,No,518500,0,15500000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,15500000,7750000
Male,Yes,2,Graduate,Yes,932300,787300,38000000,300,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,38787300,19393650
Male,No,1,Graduate,No,306200,198700,11100000,180,0,Urban,N,FALSE,Graduate,Male  Graduate,14,,11298700,5649350
Female,No,0,Graduate,,276400,145900,11000000,360,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,11145900,5572950
Male,Yes,0,Graduate,No,481700,92300,12000000,180,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,12092300,6046150
Male,Yes,3+,Graduate,No,875000,499600,13000000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,13499600,6749800
Male,Yes,0,Graduate,No,431000,0,13000000,360,,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,13000000,6500000
Male,No,0,Graduate,No,306900,0,7100000,480,1,Urban,N,FALSE,Graduate,Male  Graduate,14,,7100000,3550000
Male,Yes,2,Graduate,No,539100,0,13000000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,13000000,6500000
Male,Yes,0,Graduate,,333300,250000,12800000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,13050000,6525000
Male,No,0,Graduate,No,594100,423200,29600000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,30023200,15011600
Female,No,0,Graduate,No,600000,0,15600000,360,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,15600000,7800000
Male,No,0,Graduate,Yes,716700,0,12800000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,12800000,6400000
Male,Yes,2,Graduate,No,456600,0,10000000,360,1,Urban,N,FALSE,Graduate,Male  Graduate,14,,10000000,5000000
Male,No,1,Graduate,,366700,0,11300000,180,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,11300000,5650000
Male,No,0,Not Graduate,No,234600,160000,13200000,360,1,Semiurban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,13360000,6680000
Male,Yes,0,Not Graduate,No,301000,313600,0,360,0,Urban,N,FALSE,Not Graduate,Male  Not Graduate,18,,313600,156800
Male,Yes,0,Graduate,No,233300,241700,13600000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,13841700,6920850
Male,Yes,0,Graduate,No,548800,0,12500000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,12500000,6250000
Male,No,3+,Graduate,No,916700,0,18500000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,18500000,9250000
Male,Yes,3+,Graduate,No,950400,0,27500000,360,1,Rural,Y,FALSE,Graduate,Male  Graduate,14,,27500000,13750000
Male,Yes,0,Graduate,No,258300,211500,12000000,360,,Urban,Y,FALSE,Graduate,Male  Graduate,14,,12211500,6105750
Male,Yes,2,Not Graduate,No,199300,162500,11300000,180,1,Semiurban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,11462500,5731250
Male,Yes,2,Graduate,No,310000,140000,11300000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,11440000,5720000
Male,Yes,2,Graduate,No,327600,48400,13500000,360,,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,13548400,6774200
Female,No,0,Graduate,No,318000,0,7100000,360,0,Urban,N,FALSE,Graduate,Female  Graduate,16,,7100000,3550000
Male,Yes,0,Graduate,No,303300,145900,9500000,360,1,Urban,Y,FALSE,Graduate,Male  Graduate,14,,9645900,4822950
Male,No,0,Not Graduate,No,390200,166600,10900000,360,1,Rural,Y,FALSE,Not Graduate,Male  Not Graduate,18,,11066600,5533300
Female,No,0,Graduate,No,150000,180000,10300000,360,0,Semiurban,N,FALSE,Graduate,Female  Graduate,16,,10480000,5240000
Male,Yes,2,Not Graduate,No,288900,0,4500000,180,0,Urban,N,FALSE,Not Graduate,Male  Not Graduate,18,,4500000,2250000
Male,No,0,Not Graduate,No,275500,0,6500000,300,1,Rural,N,FALSE,Not Graduate,Male  Not Graduate,18,,6500000,3250000
Male,No,0,Graduate,No,250000,2000000,10300000,360,1,Semiurban,Y,FALSE,Graduate,Male  Graduate,14,,12300000,6150000
Female,No,0,Not Graduate,No,196300,0,5300000,360,1,Semiurban,Y,FALSE,Not Graduate,Female  Not Graduate,20,,5300000,2650000
Female,No,0,Graduate,Yes,744100,0,19400000,360,1,Rural,N,FALSE,Graduate,Female  Graduate,16,,19400000,9700000
Female,No,0,Graduate,No,454700,0,11500000,360,1,Semiurban,Y,FALSE,Graduate,Female  Graduate,16,,11500000,5750000
Male,Yes,0,Not Graduate,No,216700,240000,11500000,360,1,Urban,Y,FALSE,Not Graduate,Male  Not Graduate,18,,11740000,5870000
Female,No,0,Not Graduate,No,221300,0,6600000,360,1,Rural,Y,FALSE,Not Graduate,Female  Not Graduate,20,,6600000,3300000
Male,Yes,1,Graduate,No,830000,0,15200000,300,0,Semiurban,N,FALSE,Graduate,Male  Graduate,14,,15200000,7600000
Male,Yes,3+,Graduate,No,8100000,0,36000000,360,0,Rural,N,FALSE,Graduate,Male  Graduate,14,,36000000,18000000
Female,No,1,Not Graduate,Yes,386700,0,6200000,360,1,Semiurban,N,FALSE,Not Graduate,Female  Not Graduate,20,,6200000,3100000
Male,Yes,0,Graduate,,625600,0,16000000,360,,Urban,Y,FALSE,Graduate,Male  Graduate,14,,16000000,8000000
Male,Yes,0,Not Graduate,No,609600,0,21800000,360,0,Rural,N,FALSE,Not Graduate,Male  Not Graduate,18,,21800000,10900000
Male,Yes,0,Not Graduate,No,225300,203300,11000000,360,1,Rural,Y,FALSE,Not Graduate,Male  Not Graduate,18,,11203300,5601650
Female,Yes,0,Not Graduate,No,214900,323700,17800000,360,0,Semiurban,N,FALSE,Not Graduate,Female  Not Graduate,20,,18123700,9061850
Female,No,0,Graduate,No,299500,0,6000000,360,1,Urban,Y,FALSE,Graduate,Female  Graduate,16,,6000000,3000000
